User_ID,Name,Age,Country,Subscription_Type,Signup_Date,Tenure_Days,Watch_Time_Hours,Favorite_Genre,Last_Login,Days_Since_Login,Support_Tickets,Num_Devices,Churn
21375,David Thomas,31,Brazil,Standard,2024-08-04,695,5.86,Adventure,2026-06-30,0,0,2,0
21376,Thomas Miller,22,UK,Standard,2024-06-26,734,3.6,Sci-Fi,2026-06-29,1,0,1,1
21377,Michael Johnson,30,USA,Standard,2024-05-08,783,5.86,Sci-Fi,2026-06-26,4,0,1,0
21378,William White,38,Australia,Basic,2026-05-22,39,0.0,Drama,2026-06-30,0,0,1,0
21379,Joseph Moore,47,Brazil,Basic,2024-07-10,720,3.42,Romance,2026-06-29,1,0,1,0
21380,Lucas Clark,29,Canada,Standard,2025-11-08,234,3.42,Comedy,2026-06-22,8,0,1,0
21381,Karen Johnson,36,Germany,Premium,2023-09-26,1008,6.84,Adventure,2026-06-12,18,0,3,0
21382,Sarah Johnson,29,Japan,Premium,2024-01-14,898,9.21,Documentary,2026-06-20,10,0,5,0
21383,James Brown,50,Australia,Basic,2023-10-30,974,5.23,Fantasy,2026-06-22,8,0,2,0
21384,David Davis,24,Australia,Basic,2025-11-20,222,2.21,Adventure,2026-06-25,5,1,3,1
21385,Ananya Hall,39,Japan,Premium,2025-04-09,447,2.47,Thriller,2026-06-29,1,1,1,0
21386,Elizabeth Clark,48,Japan,Standard,2025-09-18,285,1.6,Adventure,2026-06-29,1,0,1,0
21387,Ananya Taylor,36,Australia,Premium,2026-03-28,94,0.92,Drama,2026-05-27,34,0,1,1
21388,Thomas White,50,Germany,Premium,2025-05-27,399,2.3,Sci-Fi,2026-06-30,0,0,1,0
21389,Olivia Thomas,35,France,Standard,2024-06-29,731,10.35,Comedy,2026-06-29,1,1,1,0
21390,Michael Wilson,37,Japan,Standard,2024-08-24,675,2.23,Action,2026-06-17,13,2,1,0
21391,Patricia Young,32,Germany,Premium,2024-04-01,820,3.46,Crime,2026-06-24,6,0,3,0
21392,Wei Thomas,27,Germany,Basic,2023-12-28,915,3.1,Crime,2026-06-26,4,0,3,1
21393,Fatima Miller,45,Japan,Standard,2023-12-03,940,5.22,Documentary,2026-06-29,1,0,1,0
21394,Jennifer Walker,29,Japan,Basic,2023-12-02,941,9.06,Sci-Fi,2026-06-29,1,1,2,0
21395,Lucas Johnson,30,Mexico,Standard,2024-01-18,894,2.76,Crime,2026-06-24,6,0,1,0
21396,Richard Miller,45,Mexico,Basic,2023-11-07,966,5.04,Thriller,2026-06-20,10,1,1,0
21397,Patricia Moore,32,USA,Standard,2025-11-07,235,0.0,Fantasy,2026-06-27,3,0,1,1
21398,Joseph Smith,48,Japan,Basic,2024-09-25,643,3.99,Romance,2026-06-29,1,0,1,0
21399,Mary Davis,29,France,Basic,2025-05-12,414,1.14,Documentary,2026-06-02,28,2,3,1
21400,Sarah Jackson,26,UK,Basic,2024-07-01,729,7.81,Drama,2026-06-28,2,2,1,0
21401,Patricia Harris,61,Mexico,Standard,2023-12-18,925,12.13,Thriller,2026-06-27,3,0,1,0
21402,Charles Davis,40,UK,Premium,2024-06-15,745,2.13,Horror,2026-06-26,4,0,1,1
21403,Emma Wilson,30,Brazil,Premium,2023-07-12,1084,10.67,Adventure,2026-06-29,1,1,1,0
21404,Sofia White,37,France,Basic,2024-02-07,874,7.34,Thriller,2026-06-29,1,0,1,0
21405,Emma Harris,59,UK,Premium,2023-06-29,1097,4.4,Fantasy,2026-06-19,11,0,2,0
21406,Richard Johnson,34,Mexico,Basic,2024-02-11,870,2.62,Action,2026-06-03,27,1,1,1
21407,Michael Clark,43,France,Premium,2024-12-23,554,1.6,Comedy,2026-06-30,0,0,4,0
21408,Olivia Smith,52,USA,Premium,2025-06-07,388,4.85,Documentary,2026-06-30,0,2,1,0
21409,Patricia Smith,36,France,Premium,2023-08-12,1053,5.86,Horror,2026-06-30,0,0,1,0
21410,Carlos Young,60,India,Standard,2025-04-08,448,5.22,Documentary,2026-06-29,1,1,1,0
21411,Carlos Martinez,34,Mexico,Premium,2025-08-19,315,1.14,Crime,2026-06-24,6,0,2,0
21412,James Lewis,43,UK,Premium,2024-05-06,785,6.02,Comedy,2026-06-04,26,2,3,0
21413,James Jackson,26,Germany,Standard,2026-01-23,158,3.12,Sci-Fi,2026-06-23,7,2,1,0
21414,Jennifer Anderson,43,USA,Standard,2025-03-08,479,4.56,Thriller,2026-06-20,10,1,1,0
21415,Richard Anderson,33,Germany,Premium,2023-12-06,937,14.39,Action,2026-06-29,1,0,1,0
21416,Elizabeth Clark,19,Mexico,Standard,2024-04-16,805,4.82,Sci-Fi,2026-06-26,4,0,2,0
21417,Lucas Thomas,23,UK,Premium,2023-11-13,960,7.14,Sci-Fi,2026-06-28,2,0,2,0
21418,James White,51,Germany,Basic,2025-11-02,240,1.38,Action,2026-06-25,5,1,1,1
21419,James Smith,30,Australia,Premium,2024-04-19,802,2.28,Thriller,2026-06-24,6,1,1,0
21420,Ananya Lewis,39,Mexico,Basic,2025-12-03,209,1.33,Action,2026-06-26,4,0,3,1
21421,Wei Thomas,46,Brazil,Basic,2026-01-22,159,1.17,Thriller,2026-06-10,20,0,1,1
21422,Linda Davis,33,USA,Basic,2024-05-16,775,12.78,Thriller,2026-06-27,3,1,1,0
21423,Thomas Harris,42,Germany,Premium,2024-05-05,786,1.46,Crime,2026-06-28,2,0,2,0
21424,Fatima Hall,18,India,Basic,2024-01-18,894,11.21,Comedy,2026-06-28,2,0,1,0
21425,Sarah Anderson,18,Canada,Basic,2023-11-10,963,2.7,Crime,2026-06-13,17,0,1,1
21426,Ananya Davis,56,India,Basic,2024-06-13,747,3.6,Documentary,2026-06-25,5,1,1,0
21427,James Young,21,France,Basic,2024-03-08,844,7.0,Action,2026-06-29,1,1,4,1
21428,Thomas Johnson,46,Australia,Premium,2023-07-02,1094,18.19,Crime,2026-06-29,1,0,1,0
21429,Emma Thomas,42,France,Basic,2024-06-26,734,4.53,Adventure,2026-06-30,0,0,3,0
21430,Thomas Garcia,37,Germany,Basic,2024-09-03,665,0.81,Crime,2026-05-07,54,1,3,1
21431,Robert Moore,18,France,Basic,2025-07-09,356,8.28,Sci-Fi,2026-06-26,4,1,1,0
21432,William Taylor,47,Australia,Standard,2025-07-23,342,4.33,Romance,2026-06-24,6,0,2,0
21433,Thomas Smith,18,Canada,Basic,2025-12-29,183,1.31,Comedy,2026-06-29,1,0,1,0
21434,Susan Davis,41,UK,Basic,2025-07-06,359,3.45,Crime,2026-06-28,2,0,1,0
21435,Carlos Walker,35,India,Standard,2025-02-10,505,1.71,Crime,2026-06-26,4,1,1,0
21436,Sofia Walker,28,India,Standard,2024-07-12,718,1.09,Action,2026-06-18,12,0,1,0
21437,Barbara Clark,22,UK,Premium,2024-01-21,891,3.2,Horror,2026-06-27,3,0,5,0
21438,Robert Clark,26,Mexico,Standard,2025-03-15,472,8.94,Crime,2026-06-27,3,0,1,0
21439,Carlos Smith,40,Japan,Standard,2025-08-26,308,0.0,Horror,2026-06-25,5,0,1,1
21440,Lucas Anderson,29,Australia,Basic,2024-05-22,769,0.0,Romance,2026-06-22,8,3,1,0
21441,Barbara Moore,25,India,Basic,2026-03-18,104,0.37,Action,2026-06-25,5,1,1,1
21442,Fatima Martinez,47,Australia,Premium,2024-04-01,820,8.78,Sci-Fi,2026-06-30,0,0,3,0
21443,Robert Harris,49,France,Premium,2024-09-15,653,0.89,Action,2026-06-30,0,0,2,0
21444,William Harris,34,Japan,Basic,2025-05-06,420,0.77,Crime,2026-06-02,28,1,2,1
21445,Emma Lewis,43,Japan,Standard,2026-05-23,38,0.0,Romance,2026-06-29,1,0,1,0
21446,Carlos Garcia,37,Japan,Standard,2025-06-13,382,0.0,Documentary,2026-06-27,3,1,2,0
21447,William Wilson,19,USA,Standard,2025-02-04,511,4.75,Sci-Fi,2026-06-27,3,0,5,0
21448,Hiroshi Wilson,37,USA,Standard,2025-06-14,381,0.46,Action,2026-06-29,1,0,2,0
21449,Olivia Anderson,22,UK,Standard,2026-03-08,114,0.0,Adventure,2026-06-29,1,0,2,0
21450,Susan Martinez,31,Australia,Premium,2024-02-01,880,3.23,Romance,2026-05-21,40,0,2,1
21451,Hiroshi Thomas,18,UK,Basic,2025-12-19,193,5.52,Action,2026-06-30,0,0,1,0
21452,Karen Walker,44,USA,Basic,2026-02-21,129,1.45,Documentary,2026-06-22,8,0,2,0
21453,Linda Garcia,18,Canada,Premium,2025-06-03,392,0.0,Romance,2026-06-18,12,0,1,1
21454,Thomas Johnson,28,Canada,Premium,2023-09-13,1021,7.83,Sci-Fi,2026-06-29,1,1,3,0
21455,William Moore,41,France,Premium,2026-01-01,180,0.31,Crime,2026-06-22,8,1,2,1
21456,Richard Moore,18,Mexico,Standard,2023-09-24,1010,9.54,Thriller,2026-06-29,1,0,1,0
21457,Hiroshi Clark,35,France,Premium,2025-11-01,241,4.27,Comedy,2026-06-25,5,0,3,0
21458,Thomas Thomas,24,France,Basic,2025-01-30,516,4.33,Adventure,2026-06-23,7,1,1,0
21459,Fatima Walker,25,Germany,Premium,2025-06-04,391,0.79,Crime,2026-06-17,13,1,2,0
21460,Elizabeth Miller,54,UK,Premium,2025-02-12,503,1.62,Thriller,2026-06-29,1,0,1,0
21461,Richard Young,31,UK,Premium,2025-11-29,213,0.8,Adventure,2026-06-19,11,2,1,0
21462,David Young,37,India,Premium,2025-08-28,306,3.21,Action,2026-06-24,6,0,4,0
21463,Karen Hall,58,UK,Standard,2024-04-30,791,2.86,Thriller,2026-06-12,18,1,1,1
21464,Ananya Jackson,38,UK,Standard,2025-08-17,317,1.71,Drama,2026-06-29,1,0,1,0
21465,Emma Anderson,25,France,Premium,2026-01-11,170,0.0,Sci-Fi,2026-06-24,6,0,2,1
21466,Mary White,52,France,Standard,2024-11-10,597,4.24,Romance,2026-06-29,1,1,1,0
21467,Michael Clark,29,Australia,Premium,2025-12-04,208,0.0,Adventure,2026-06-24,6,2,4,1
21468,Elizabeth Davis,18,UK,Basic,2023-07-29,1067,6.09,Adventure,2026-06-02,28,1,2,1
21469,William Johnson,56,Mexico,Basic,2024-07-19,711,3.86,Comedy,2026-06-24,6,1,3,0
21470,David Wilson,47,USA,Basic,2025-06-30,365,0.0,Sci-Fi,2026-06-08,22,2,1,1
21471,Robert Garcia,39,Germany,Standard,2024-01-31,881,1.76,Documentary,2026-06-12,18,1,1,1
21472,David Jackson,19,India,Basic,2025-02-13,502,6.63,Comedy,2026-06-11,19,1,2,0
21473,David White,34,USA,Basic,2023-12-18,925,0.48,Romance,2026-06-30,0,1,1,1
21474,Noah Wilson,27,Australia,Basic,2025-10-11,262,0.0,Comedy,2026-06-30,0,0,1,0
21475,Jessica Wilson,18,India,Standard,2024-12-29,548,0.0,Documentary,2026-05-17,44,2,2,1
21476,Richard Brown,52,India,Basic,2026-04-07,84,0.76,Documentary,2026-06-14,16,0,2,1
21477,Hiroshi Miller,49,Japan,Standard,2024-04-07,814,10.9,Thriller,2026-06-29,1,0,1,0
21478,Jennifer Hall,42,UK,Basic,2023-11-28,945,2.21,Drama,2026-06-19,11,0,1,1
21479,Sofia Brown,46,Australia,Standard,2024-06-01,759,0.71,Horror,2026-05-09,52,1,1,1
21480,Linda Taylor,43,Canada,Standard,2023-11-03,970,4.9,Thriller,2026-06-18,12,2,1,0
21481,Ananya Young,50,Canada,Standard,2025-09-16,287,5.19,Thriller,2026-06-27,3,1,2,0
21482,William Smith,24,Mexico,Basic,2023-08-14,1051,0.82,Romance,2026-06-17,13,1,1,1
21483,Patricia Walker,31,Mexico,Basic,2024-10-06,632,1.3,Comedy,2026-06-28,2,0,2,0
21484,Elizabeth Young,32,Australia,Premium,2024-05-13,778,6.47,Comedy,2026-06-30,0,1,2,0
21485,James Davis,32,UK,Standard,2025-12-25,187,4.31,Drama,2026-06-30,0,0,1,0
21486,Susan Garcia,49,USA,Standard,2025-04-13,443,1.39,Sci-Fi,2026-06-19,11,1,1,1
21487,Karen Smith,21,Australia,Basic,2024-05-08,783,19.56,Sci-Fi,2026-06-27,3,0,1,0
21488,Sarah Taylor,46,France,Premium,2025-04-26,430,16.58,Crime,2026-06-21,9,0,2,0
21489,Joseph Jackson,19,Canada,Premium,2025-08-27,307,0.65,Thriller,2026-06-04,26,0,2,1
21490,Jennifer Brown,37,UK,Premium,2025-03-04,483,1.65,Horror,2026-06-28,2,1,1,0
21491,Elizabeth Harris,44,Germany,Standard,2024-11-16,591,6.22,Drama,2026-06-30,0,0,1,0
21492,Wei Miller,38,India,Standard,2024-03-22,830,4.05,Drama,2026-06-15,15,0,1,0
21493,Fatima Davis,18,UK,Basic,2025-04-23,433,4.74,Romance,2026-06-29,1,0,1,1
21494,Barbara Miller,28,USA,Basic,2025-03-10,477,0.61,Documentary,2026-05-20,41,0,1,1
21495,Carlos Walker,34,Japan,Premium,2023-07-04,1092,4.45,Horror,2026-06-21,9,1,2,0
21496,Emma Garcia,18,France,Premium,2023-09-15,1019,7.87,Thriller,2026-06-28,2,0,4,0
21497,John Lewis,23,Brazil,Standard,2026-05-29,32,0.0,Drama,2026-06-29,1,0,2,1
21498,Robert Hall,39,UK,Standard,2026-02-07,143,3.58,Thriller,2026-06-26,4,1,1,0
21499,William Johnson,65,Germany,Basic,2024-12-09,568,3.51,Horror,2026-06-30,0,0,1,0
21500,Wei Davis,41,Germany,Standard,2024-12-18,559,2.08,Sci-Fi,2026-06-19,11,4,1,1
21501,Elizabeth Brown,24,UK,Standard,2024-11-30,577,1.19,Thriller,2026-06-20,10,0,1,1
21502,Richard Taylor,33,France,Premium,2024-10-25,613,1.57,Adventure,2026-06-27,3,2,1,0
21503,Joseph Garcia,33,India,Standard,2024-07-29,701,3.68,Sci-Fi,2026-06-28,2,0,1,0
21504,Jessica Martinez,41,UK,Basic,2023-10-10,994,6.6,Documentary,2026-06-09,21,2,1,1
21505,Sarah Miller,44,France,Standard,2024-07-28,702,5.06,Thriller,2026-06-30,0,1,1,0
21506,Ananya Anderson,43,Australia,Basic,2025-05-14,412,0.61,Fantasy,2026-06-12,18,0,1,1
21507,James Martinez,23,France,Basic,2025-02-16,499,4.42,Drama,2026-06-27,3,1,1,0
21508,Jessica Martinez,26,Brazil,Premium,2025-09-03,300,0.79,Horror,2026-06-21,9,1,4,0
21509,John Hall,43,USA,Basic,2023-09-19,1015,8.15,Action,2026-06-24,6,0,2,0
21510,John White,49,Japan,Premium,2025-04-19,437,1.32,Thriller,2026-06-23,7,0,2,0
21511,David Lewis,24,Canada,Premium,2024-03-08,844,0.56,Documentary,2026-06-14,16,1,1,1
21512,Noah Jackson,34,UK,Standard,2025-12-09,203,0.0,Romance,2026-06-25,5,1,2,1
21513,Mary Davis,18,USA,Premium,2025-10-30,243,1.45,Adventure,2026-06-27,3,0,2,0
21514,Carlos Hall,23,India,Premium,2023-10-13,991,2.97,Thriller,2026-06-13,17,0,2,0
21515,Fatima Thomas,26,Canada,Basic,2023-08-01,1064,9.76,Documentary,2026-06-24,6,0,1,0
21516,Elizabeth Taylor,58,Mexico,Basic,2025-08-16,318,2.49,Action,2026-06-29,1,0,1,0
21517,Thomas Walker,24,USA,Premium,2026-01-10,171,0.0,Sci-Fi,2026-06-18,12,4,2,1
21518,Susan Davis,33,India,Premium,2024-01-27,885,10.72,Action,2026-06-25,5,1,1,0
21519,Elizabeth Smith,33,Canada,Standard,2024-03-04,848,2.48,Horror,2026-06-20,10,0,1,0
21520,Richard Johnson,37,Brazil,Standard,2024-08-22,677,0.87,Documentary,2026-05-30,31,0,2,1
21521,Ananya Wilson,47,Germany,Premium,2024-02-28,853,6.17,Thriller,2026-06-13,17,0,4,0
21522,Elizabeth Brown,43,India,Premium,2024-05-04,787,5.27,Comedy,2026-06-26,4,0,2,0
21523,Carlos Jackson,35,Mexico,Basic,2024-06-30,730,2.48,Drama,2026-06-25,5,0,1,0
21524,Charles Smith,20,Japan,Basic,2024-06-17,743,0.04,Documentary,2026-06-22,8,1,2,1
21525,Linda Garcia,21,Brazil,Standard,2026-05-13,48,0.0,Action,2026-06-27,3,0,1,0
21526,William Smith,34,USA,Premium,2026-02-28,122,0.0,Documentary,2026-06-25,5,0,2,0
21527,Joseph Wilson,29,Mexico,Standard,2024-07-28,702,2.26,Documentary,2026-06-25,5,0,1,0
21528,Fatima Clark,35,India,Standard,2026-04-08,83,0.0,Sci-Fi,2026-06-28,2,1,2,1
21529,Emma Garcia,23,Brazil,Premium,2023-10-20,984,5.15,Crime,2026-06-23,7,0,2,0
21530,Ananya Young,20,Germany,Basic,2024-12-12,565,9.04,Sci-Fi,2026-06-28,2,1,1,0
21531,Thomas Harris,18,Mexico,Standard,2024-06-10,750,4.99,Sci-Fi,2026-06-18,12,0,1,0
21532,Elizabeth Clark,35,India,Premium,2025-05-22,404,3.36,Thriller,2026-06-29,1,0,4,0
21533,Sarah Clark,29,Germany,Premium,2023-09-02,1032,2.6,Romance,2026-06-18,12,0,1,1
21534,Susan Anderson,29,Japan,Basic,2023-10-18,986,10.96,Thriller,2026-06-30,0,1,2,0
21535,Thomas Clark,46,Japan,Basic,2025-03-11,476,2.9,Comedy,2026-06-15,15,1,3,0
21536,Noah Miller,54,Canada,Basic,2024-09-19,649,1.0,Drama,2026-06-01,29,1,2,1
21537,Wei Harris,41,Germany,Basic,2024-08-12,687,3.17,Action,2026-06-26,4,1,1,0
21538,Hiroshi Wilson,31,USA,Premium,2023-12-16,927,2.5,Horror,2026-06-18,12,0,1,0
21539,Thomas Jackson,37,UK,Premium,2026-01-04,177,0.0,Adventure,2026-06-28,2,1,1,0
21540,James Hall,38,Australia,Standard,2024-02-05,876,0.78,Sci-Fi,2026-06-24,6,2,1,1
21541,Sofia Walker,33,Brazil,Standard,2024-10-10,628,4.91,Horror,2026-06-29,1,0,2,0
21542,Noah Young,39,Australia,Standard,2026-02-08,142,0.83,Fantasy,2026-06-01,29,0,1,1
21543,Sofia Harris,25,UK,Basic,2025-04-06,450,3.51,Sci-Fi,2026-06-20,10,0,1,1
21544,Barbara Brown,36,Germany,Premium,2024-06-27,733,1.0,Thriller,2026-06-18,12,0,3,0
21545,David Garcia,44,Brazil,Premium,2024-09-15,653,12.42,Sci-Fi,2026-06-30,0,0,5,0
21546,Lucas Lewis,29,India,Standard,2024-07-29,701,0.94,Comedy,2026-06-26,4,0,2,0
21547,Ananya Garcia,51,Japan,Standard,2024-09-14,654,4.3,Thriller,2026-06-27,3,0,1,0
21548,Carlos Miller,29,Japan,Premium,2025-12-27,185,5.62,Thriller,2026-06-27,3,2,3,1
21549,Olivia Miller,41,Germany,Standard,2025-10-10,263,1.03,Romance,2026-06-21,9,0,2,1
21550,Carlos Brown,54,USA,Standard,2024-05-10,781,2.06,Thriller,2026-06-21,9,0,5,0
21551,Sarah Smith,33,USA,Basic,2024-01-13,899,7.12,Romance,2026-06-30,0,0,1,0
21552,Jennifer White,26,Germany,Premium,2024-01-16,896,7.61,Action,2026-06-29,1,0,3,0
21553,Olivia Johnson,18,UK,Premium,2025-05-09,417,1.25,Horror,2026-06-30,0,0,1,0
21554,William Garcia,40,Canada,Basic,2025-04-15,441,1.96,Adventure,2026-06-13,17,1,1,1
21555,Linda Jackson,35,UK,Standard,2023-11-12,961,2.99,Fantasy,2026-06-30,0,1,2,0
21556,Charles Lewis,45,USA,Premium,2025-03-20,467,2.4,Drama,2026-06-07,23,0,5,0
21557,Robert Davis,44,USA,Standard,2026-02-25,125,0.6,Comedy,2026-06-30,0,2,2,0
21558,Jessica Young,29,India,Premium,2025-10-13,260,0.0,Horror,2026-06-30,0,1,2,0
21559,Hiroshi Davis,58,Japan,Premium,2025-06-29,366,0.0,Sci-Fi,2026-06-16,14,0,1,1
21560,Patricia Thomas,33,Japan,Basic,2025-02-19,496,3.33,Documentary,2026-06-25,5,0,1,1
21561,Fatima Clark,37,UK,Basic,2026-03-26,96,0.0,Sci-Fi,2026-06-28,2,0,2,0
21562,Noah Garcia,18,Germany,Basic,2024-12-13,564,1.98,Horror,2026-06-21,9,1,1,0
21563,Barbara Brown,42,Brazil,Premium,2025-11-25,217,0.0,Romance,2026-06-21,9,2,3,1
21564,Sofia Davis,57,Brazil,Basic,2025-03-08,479,2.54,Thriller,2026-06-26,4,2,1,1
21565,Barbara Thomas,34,UK,Standard,2024-01-04,908,1.38,Sci-Fi,2026-06-27,3,0,1,1
21566,David Smith,39,Germany,Basic,2025-08-21,313,2.59,Documentary,2026-06-28,2,1,1,0
21567,Sofia Walker,49,Canada,Premium,2023-11-04,969,1.78,Horror,2026-06-28,2,0,2,0
21568,Jennifer Anderson,32,Germany,Standard,2025-09-24,279,0.14,Romance,2026-06-17,13,2,1,0
21569,Hiroshi Miller,24,Canada,Basic,2025-10-09,264,5.51,Sci-Fi,2026-06-28,2,0,1,0
21570,Mary Brown,19,Brazil,Basic,2025-11-30,212,0.9,Horror,2026-06-29,1,1,1,0
21571,Joseph Brown,23,Brazil,Standard,2025-11-13,229,2.51,Crime,2026-06-28,2,1,1,1
21572,Jennifer Moore,37,Brazil,Premium,2024-11-02,605,3.03,Action,2026-06-15,15,0,4,1
21573,Barbara Martinez,36,USA,Premium,2025-02-10,505,1.2,Fantasy,2026-06-29,1,1,3,1
21574,Jennifer Moore,57,USA,Standard,2025-06-28,367,0.75,Sci-Fi,2026-06-18,12,0,1,1
21575,Patricia Young,42,France,Premium,2024-05-31,760,1.57,Romance,2026-06-23,7,0,4,1
21576,Karen Johnson,18,Australia,Basic,2026-04-09,82,1.5,Horror,2026-06-25,5,0,3,0
21577,Lucas Brown,34,France,Premium,2024-12-05,572,3.53,Fantasy,2026-06-26,4,0,3,0
21578,Jennifer Wilson,49,Mexico,Basic,2024-01-20,892,2.65,Thriller,2026-06-30,0,0,1,0
21579,Sofia Thomas,30,Japan,Standard,2023-10-02,1002,15.19,Crime,2026-06-29,1,3,1,0
21580,Fatima Thomas,26,Australia,Standard,2026-02-03,147,0.0,Romance,2026-06-26,4,0,1,1
21581,John Harris,27,Germany,Standard,2024-08-29,670,2.47,Drama,2026-06-29,1,0,1,0
21582,Lucas Young,49,France,Basic,2024-12-07,570,2.28,Thriller,2026-06-29,1,0,1,0
21583,Sofia Garcia,33,Brazil,Premium,2024-11-29,578,5.39,Sci-Fi,2026-06-29,1,0,1,0
21584,Sarah Smith,37,India,Premium,2024-05-03,788,9.1,Documentary,2026-06-24,6,1,1,0
21585,Wei White,32,Japan,Premium,2026-04-29,62,0.0,Fantasy,2026-06-29,1,0,2,0
21586,Wei White,52,Mexico,Basic,2026-04-08,83,0.84,Horror,2026-06-21,9,0,1,1
21587,Barbara Young,37,Mexico,Premium,2024-08-14,685,4.03,Adventure,2026-06-16,14,2,4,1
21588,Robert Anderson,30,Germany,Standard,2025-01-15,531,2.8,Drama,2026-06-30,0,0,2,1
21589,Jessica Brown,50,UK,Standard,2025-12-16,196,1.1,Romance,2026-06-21,9,0,1,0
21590,Ananya Johnson,22,Canada,Premium,2026-05-06,55,0.0,Crime,2026-06-29,1,2,1,0
21591,Robert Smith,37,Japan,Premium,2023-08-21,1044,3.92,Crime,2026-06-06,24,0,1,0
21592,Hiroshi Clark,18,Canada,Basic,2025-07-26,339,1.03,Sci-Fi,2026-06-30,0,2,1,0
21593,Sarah Hall,28,France,Standard,2024-05-01,790,8.12,Thriller,2026-06-28,2,0,2,0
21594,Sarah Johnson,53,India,Basic,2026-04-02,89,2.8,Documentary,2026-06-30,0,1,1,1
21595,Robert Thomas,44,India,Premium,2025-10-19,254,1.7,Comedy,2026-06-30,0,0,2,0
21596,Wei Miller,23,Brazil,Basic,2025-04-06,450,4.32,Action,2026-06-09,21,0,4,0
21597,Michael Hall,33,UK,Premium,2025-07-12,353,3.0,Comedy,2026-06-30,0,1,1,0
21598,William Brown,18,Japan,Standard,2024-09-30,638,1.33,Fantasy,2026-06-26,4,1,1,0
21599,Charles Hall,47,UK,Basic,2026-05-05,56,0.0,Sci-Fi,2026-06-01,29,0,5,0
21600,William Johnson,50,Germany,Standard,2024-09-11,657,7.51,Fantasy,2026-06-28,2,1,1,0
21601,Michael Harris,29,UK,Premium,2025-04-12,444,0.0,Sci-Fi,2026-06-24,6,0,3,0
21602,Elizabeth Johnson,37,India,Basic,2023-08-08,1057,6.9,Sci-Fi,2026-06-26,4,0,1,0
21603,Wei Harris,28,Brazil,Basic,2025-12-15,197,0.06,Adventure,2026-05-21,40,2,4,1
21604,Lucas Wilson,25,UK,Standard,2025-11-03,239,0.0,Thriller,2026-06-29,1,1,1,1
21605,Karen Jackson,38,India,Premium,2024-10-19,619,3.45,Thriller,2026-06-29,1,1,3,0
21606,Fatima Thomas,25,Japan,Standard,2024-10-27,611,7.24,Drama,2026-06-26,4,1,2,0
21607,Lucas Clark,27,USA,Basic,2026-01-01,180,0.81,Comedy,2026-06-15,15,1,1,0
21608,Emma Hall,49,Japan,Premium,2025-08-17,317,1.08,Horror,2026-06-26,4,3,1,1
21609,Sarah Miller,30,India,Basic,2025-05-24,402,3.98,Action,2026-06-26,4,1,3,0
21610,Carlos Smith,35,Japan,Premium,2025-05-09,417,0.0,Horror,2026-06-28,2,0,1,0
21611,Wei White,51,Germany,Basic,2025-07-07,358,0.0,Documentary,2026-06-26,4,0,1,0
21612,Hiroshi Wilson,43,Germany,Standard,2023-10-27,977,5.76,Drama,2026-06-27,3,1,2,0
21613,Robert Thomas,23,Japan,Premium,2025-01-31,515,5.48,Documentary,2026-06-28,2,0,2,0
21614,Sofia Anderson,18,Australia,Basic,2025-06-27,368,1.62,Adventure,2026-06-09,21,0,2,1
21615,Olivia Jackson,56,India,Standard,2025-06-26,369,1.99,Crime,2026-06-28,2,0,1,0
21616,James Hall,37,USA,Standard,2025-03-20,467,7.18,Thriller,2026-06-30,0,0,1,0
21617,Carlos White,50,France,Premium,2023-08-11,1054,6.04,Romance,2026-06-15,15,0,1,0
21618,Karen Davis,38,Mexico,Premium,2025-02-12,503,0.0,Crime,2026-04-08,83,1,2,1
21619,Linda Hall,18,India,Premium,2023-09-14,1020,3.34,Horror,2026-06-26,4,0,3,0
21620,William Miller,38,Australia,Standard,2023-08-20,1045,3.62,Documentary,2026-06-23,7,1,1,0
21621,Barbara Hall,22,Brazil,Basic,2023-10-28,976,9.54,Horror,2026-06-29,1,0,1,0
21622,Fatima Anderson,29,USA,Standard,2026-03-12,110,0.0,Thriller,2026-06-09,21,0,2,1
21623,Linda Taylor,19,Japan,Standard,2023-08-05,1060,7.31,Sci-Fi,2026-06-28,2,1,1,0
21624,Susan Smith,44,Mexico,Standard,2023-07-11,1085,5.74,Horror,2026-06-30,0,1,3,0
21625,Wei Clark,32,Germany,Basic,2024-01-20,892,4.04,Fantasy,2026-06-24,6,0,1,0
21626,Jennifer Taylor,61,USA,Basic,2023-10-29,975,7.1,Action,2026-06-26,4,1,1,0
21627,Patricia Anderson,26,Mexico,Basic,2023-06-28,1098,8.49,Comedy,2026-06-28,2,1,1,0
21628,Carlos Anderson,39,India,Basic,2023-09-19,1015,7.33,Documentary,2026-06-21,9,1,1,0
21629,Ananya Hall,30,Brazil,Standard,2024-02-18,863,0.35,Sci-Fi,2026-06-25,5,0,2,1
21630,Patricia Hall,23,India,Standard,2025-02-20,495,4.02,Horror,2026-06-30,0,0,2,0
21631,Olivia Johnson,45,USA,Standard,2025-09-13,290,3.02,Comedy,2026-06-27,3,0,3,0
21632,Hiroshi Moore,42,Australia,Standard,2024-12-26,551,0.71,Thriller,2026-06-25,5,0,1,0
21633,Emma Smith,18,Brazil,Basic,2026-02-04,146,1.68,Crime,2026-06-30,0,0,1,1
21634,Sarah Harris,21,Japan,Premium,2024-09-26,642,1.12,Horror,2026-06-24,6,1,1,0
